# CUDA_PROFILE_LOG_VERSION 1.3
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce 9600 GT
method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,memTransferSize,memTransferDir,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyDtoD_aligned,1.824,10.994,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.74,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.76,10.721,1,1,2,128,1,1,0,28,3,,,0,16,0,64,0,0,4,0,46,0,2
memcpyDtoD_aligned,1.696,10.62,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.721,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
memcpyDtoD_aligned,1.664,10.87,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.68,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.696,10.568,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.888,10.99,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
memcpyDtoD_aligned,1.696,10.762,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.696,10.766,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.696,10.53,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.784,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.888,10.923,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.792,10.866,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.76,10.627,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
_Z9matrixMulP6float2S0_S0_ll,191.584,201.528,0.667,4,8,16,16,16,0,4136,16,,,0,2048,0,1024,0,0,5504,0,35967,7561,8
_Z13c2c_radix2_spifiPvS_i11tfStride_st,17.024,27.199,0.667,1,64,64,1,1,1024,64,12,,,0,128,0,1024,0,0,368,0,2937,330,16
_Z21FAM_FFTShift_VerticalP6float2ll,18.464,28.694,1,8,4,16,16,16,0,28,6,,,2048,0,4096,0,0,0,32,0,402,0,8
_Z15FAM_DownConvertP6float2iii,33.92,44.14,0.667,8,4,16,16,16,0,32,13,,,2048,0,4096,0,0,0,480,32,1621,0,8
_Z9transposeP6float2S0_ii,8.128,17.85,1,4,8,16,16,16,0,2208,8,,,0,128,0,1024,0,0,160,0,859,108,8
_Z22FAM_ComputeProdSeqDiagP6float2S0_ll,45.472,55.478,1,4,128,16,16,16,0,32,6,,,2048,0,4096,0,0,0,512,0,3709,0,128
_Z18FAM_ComputeProdSeqP6float2S0_ll,5591.84,5601.95,0.667,1,128,64,1,1,0,32,12,,,507904,0,507904,0,0,0,5754,17,54364,0,32
_Z13c2c_radix2_spifiPvS_i11tfStride_st,16.32,25.792,0.333,1,128,32,1,1,512,64,12,,,0,128,0,1024,0,0,320,0,2683,314,32
_Z21FAM_FFTShift_VerticalP6float2ll,1715.58,1725.55,1,4,1024,16,16,16,0,28,6,,,262144,0,524288,0,0,0,4096,0,50391,0,1024
_Z22FAM_ComputeSCDFunctionPfP6float2llll,713.792,723.986,1,1024,2,16,16,16,0,40,10,,,0,8192,262144,0,0,0,16384,0,133250,0,512
