# CUDA_PROFILE_LOG_VERSION 1.3
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce 9600 GT
method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,memTransferSize,memTransferDir,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
_Z21GenerateWindowHammingP6float2j,2.272,15.329,0.667,1,2,64,1,1,0,24,7,,,0,0,0,32,0,0,4,0,59,0,1
_Z14FAM_MakeWindowP6float2PKS_i,2.016,12.83,0.333,1,8,16,1,1,0,28,4,,,0,2,64,0,0,0,1,0,18,0,2
memcpyDtoD_aligned,3.36,12.565,1,1,32,128,1,1,0,28,3,,,0,64,0,256,0,0,16,0,149,0,8
memcpyDtoD_aligned,2.72,11.566,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.792,10.777,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.76,11.132,1,1,2,128,1,1,0,28,3,,,0,16,0,64,0,0,4,0,46,0,2
memcpyDtoD_aligned,1.696,10.814,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.76,10.713,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
memcpyDtoD_aligned,1.728,10.713,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.829,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.664,10.71,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.888,10.964,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
memcpyDtoD_aligned,1.696,10.773,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.696,10.668,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.696,10.717,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.519,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.856,11.095,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.728,10.627,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.728,10.724,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.856,10.87,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
memcpyDtoD_aligned,1.728,10.695,1,1,2,128,1,1,0,28,3,,,0,0,0,0,0,0,0,0,0,0,0
memcpyDtoD_aligned,1.664,10.653,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,4,0,46,0,1
memcpyDtoD_aligned,1.696,10.612,1,1,2,128,1,1,0,28,3,,,0,8,0,32,0,0,0,0,0,0,1
